device_id,device_info,device_type,os,browser,screen,match_status,is_new,is_proxy
SAMSUNG SM-G892A Build/NRD90M | Android 7.0 | samsung browser 6.2 | 2220x1080,SAMSUNG SM-G892A Build/NRD90M,mobile,Android 7.0,samsung browser 6.2,2220x1080,match_status:2,New,
SAMSUNG SM-J327A Build/NRD90M | Android 7.0 | samsung browser 6.2 | 1280x720,SAMSUNG SM-J327A Build/NRD90M,mobile,Android 7.0,samsung browser 6.2,1280x720,match_status:2,New,
iOS Device | iOS 11.2.5 | mobile safari 11.0 | 1136x640,iOS Device,mobile,iOS 11.2.5,mobile safari 11.0,1136x640,match_status:1,New,
Windows | Windows 10 | chrome 63.0 | 2112x1188,Windows,desktop,Windows 10,chrome 63.0,2112x1188,match_status:2,Found,
Windows | Windows 10 | chrome 57.0 | 1280x1025,Windows,desktop,Windows 10,chrome 57.0,1280x1025,match_status:2,Found,
SM-G930V Build/NRD90M |  | chrome 62.0 for android | ,SM-G930V Build/NRD90M,mobile,,chrome 62.0 for android,,match_status:2,Found,
rv:56.0 | Mac OS X 10.11 | firefox 56.0 | 1360x768,rv:56.0,desktop,Mac OS X 10.11,firefox 56.0,1360x768,match_status:2,Found,
TA-1039 Build/NMF26F |  | chrome 63.0 for android | ,TA-1039 Build/NMF26F,mobile,,chrome 63.0 for android,,,New,
Windows | Windows 7 | chrome 63.0 | 1280x768,Windows,desktop,Windows 7,chrome 63.0,1280x768,,Found,IP_PROXY:ANONYMOUS
SM-T310 Build/KOT49H |  | chrome 63.0 for android | ,SM-T310 Build/KOT49H,mobile,,chrome 63.0 for android,,,New,
SM-G532M Build/MMB29T |  | chrome 63.0 for android | ,SM-G532M Build/MMB29T,mobile,,chrome 63.0 for android,,,New,
BLL-L23 Build/HUAWEIBLL-L23 |  | other | ,BLL-L23 Build/HUAWEIBLL-L23,mobile,,other,,,New,
Android 7.0 |  |  | ,Android 7.0,mobile,,,,,New,
MacOS | Mac OS X 10_6_8 | safari | 1280x800,MacOS,desktop,Mac OS X 10_6_8,safari,1280x800,match_status:2,New,
MacOS | Mac OS X 10_13_2 | chrome 62.0 | 1366x768,MacOS,desktop,Mac OS X 10_13_2,chrome 62.0,1366x768,match_status:2,Found,
Windows | Windows 7 | chrome 57.0 | 1920x1200,Windows,desktop,Windows 7,chrome 57.0,1920x1200,match_status:2,Found,IP_PROXY:ANONYMOUS
MacOS | Mac OS X 10_11_3 | chrome 63.0 | 2880x1800,MacOS,desktop,Mac OS X 10_11_3,chrome 63.0,2880x1800,match_status:2,New,
5010G Build/MRA58K |  | chrome 63.0 for android | ,5010G Build/MRA58K,mobile,,chrome 63.0 for android,,,New,
MacOS | Mac OS X 10_11_6 | chrome 55.0 | 2560x1600,MacOS,desktop,Mac OS X 10_11_6,chrome 55.0,2560x1600,match_status:2,Found,
MacOS | Mac OS X 10_12_2 | chrome 63.0 | 1920x1080,MacOS,desktop,Mac OS X 10_12_2,chrome 63.0,1920x1080,match_status:2,Found,
SM-A310F Build/MMB29K |  | chrome 61.0 for android | ,SM-A310F Build/MMB29K,mobile,,chrome 61.0 for android,,,New,
LG-X230 Build/MRA58K |  | chrome 60.0 for android | ,LG-X230 Build/MRA58K,mobile,,chrome 60.0 for android,,,New,
Moto G (4) Build/NPJS25.93-14-8 |  | chrome generic | ,Moto G (4) Build/NPJS25.93-14-8,mobile,,chrome generic,,,New,
Moto E (4) Plus Build/NMA26.42-11-3 |  | android webview 4.0 | ,Moto E (4) Plus Build/NMA26.42-11-3,mobile,,android webview 4.0,,,Unknown,
Windows | Windows 10 | chrome generic | 1600x900,Windows,desktop,Windows 10,chrome generic,1600x900,match_status:2,Found,
VS880PP | Android 5.1.1 | chrome 56.0 for android | 1280x720,VS880PP,mobile,Android 5.1.1,chrome 56.0 for android,1280x720,match_status:2,Found,
Windows | Windows 8.1 | opera 49.0 | 1920x1080,Windows,desktop,Windows 8.1,opera 49.0,1920x1080,match_status:2,New,
SM-G950U Build/NRD90M | Android 7.0 | chrome 63.0 for android | ,SM-G950U Build/NRD90M,mobile,Android 7.0,chrome 63.0 for android,,match_status:2,Found,
MacOS | Mac OS X 10_13_1 | safari generic | 2048x1280,MacOS,desktop,Mac OS X 10_13_1,safari generic,2048x1280,match_status:0,New,
Moto X Play Build/NPD26.48-24-1 |  | chrome 63.0 for android | ,Moto X Play Build/NPD26.48-24-1,mobile,,chrome 63.0 for android,,,New,
rv:57.0 | Windows 7 | firefox 57.0 | 1440x900,rv:57.0,desktop,Windows 7,firefox 57.0,1440x900,match_status:2,Found,
Windows NT 6.1 | Windows 7 | ie | 1684x947,Windows NT 6.1,desktop,Windows 7,ie,1684x947,match_status:2,New,
Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1280x800,Trident/7.0,desktop,Windows 10,ie 11.0 for desktop,1280x800,match_status:2,Found,
Pixel 2 Build/OPM1.171019.011 |  | chrome 63.0 for android | ,Pixel 2 Build/OPM1.171019.011,mobile,,chrome 63.0 for android,,,New,
Windows | Windows 8.1 | chrome 63.0 | 1440x960,Windows,desktop,Windows 8.1,chrome 63.0,1440x960,match_status:2,New,IP_PROXY:HIDDEN
S.N.O.W.4 | Windows 7 | ie 11.0 for desktop | ,S.N.O.W.4,desktop,Windows 7,ie 11.0 for desktop,,match_status:2,New,
MacOS | Mac OS X 10_12_4 | safari generic | 2880x1800,MacOS,desktop,Mac OS X 10_12_4,safari generic,2880x1800,match_status:2,Found,
Ilium LT510 Build/MRA58K |  | chrome 57.0 for android | ,Ilium LT510 Build/MRA58K,mobile,,chrome 57.0 for android,,,New,
Windows | Windows 7 | chrome | 1600x900,Windows,desktop,Windows 7,chrome,1600x900,match_status:2,Found,IP_PROXY:HIDDEN
SM-G900V Build/MMB29M | Android 6.0.1 | chrome 58.0 for android | 1920x1080,SM-G900V Build/MMB29M,mobile,Android 6.0.1,chrome 58.0 for android,1920x1080,match_status:2,Found,
rv:47.0 | Windows 7 | firefox 47.0 | 1920x1080,rv:47.0,desktop,Windows 7,firefox 47.0,1920x1080,match_status:2,Unknown,
F3313 Build/37.0.A.2.108 |  | chrome 61.0 for android | ,F3313 Build/37.0.A.2.108,mobile,,chrome 61.0 for android,,,New,
MacOS | Mac OS X 10_11_6 | other | 2560x1440,MacOS,mobile,Mac OS X 10_11_6,other,2560x1440,match_status:2,New,
LG-TP260 Build/NRD90U |  | chrome 62.0 for android | ,LG-TP260 Build/NRD90U,mobile,,chrome 62.0 for android,,,New,
SM-J727T1 Build/NRD90M |  | chrome 63.0 for android | ,SM-J727T1 Build/NRD90M,mobile,,chrome 63.0 for android,,,New,
Windows | Windows 7 | chrome 63.0 | 2560x1600,Windows,desktop,Windows 7,chrome 63.0,2560x1600,match_status:2,Found,
rv:45.0 | Windows 7 | firefox | 1920x1080,rv:45.0,desktop,Windows 7,firefox,1920x1080,match_status:2,Unknown,IP_PROXY:TRANSPARENT
LG-K540 Build/MMB29M | Android 6.0.1 | chrome 63.0 for android | 1280x720,LG-K540 Build/MMB29M,mobile,Android 6.0.1,chrome 63.0 for android,1280x720,match_status:2,New,
FP2 |  | chrome 63.0 for android | ,FP2,mobile,,chrome 63.0 for android,,,Found,
SM-G955U Build/NRD90M | Android 7.0 | chrome 63.0 for android | 2220x1080,SM-G955U Build/NRD90M,mobile,Android 7.0,chrome 63.0 for android,2220x1080,match_status:2,New,
SAMSUNG-SM-N900A |  | chrome 62.0 for android | ,SAMSUNG-SM-N900A,mobile,,chrome 62.0 for android,,,Found,
rv:56.0 | Windows 7 | firefox 56.0 | 1024x768,rv:56.0,desktop,Windows 7,firefox 56.0,1024x768,match_status:2,New,
GT-P5210 Build/KOT49H | Android 4.4.2 | chrome 63.0 for android | 1280x800,GT-P5210 Build/KOT49H,mobile,Android 4.4.2,chrome 63.0 for android,1280x800,match_status:2,New,
MacOS | Mac OS X 10_12_4 | chrome 62.0 | 5120x2880,MacOS,desktop,Mac OS X 10_12_4,chrome 62.0,5120x2880,match_status:2,Found,
SM-J327P Build/MMB29M | Android 6.0.1 | chrome 63.0 for android | 1280x720,SM-J327P Build/MMB29M,mobile,Android 6.0.1,chrome 63.0 for android,1280x720,match_status:2,New,
 | Linux | chrome 61.0 | 2672x1440,,desktop,Linux,chrome 61.0,2672x1440,match_status:2,New,
ATT-IE11 | Windows 7 | ie 11.0 for desktop | 1364x768,ATT-IE11,desktop,Windows 7,ie 11.0 for desktop,1364x768,match_status:2,New,
SAMSUNG SM-G900T Build/MMB29M | Android 6.0.1 | samsung browser 6.2 | 1920x1080,SAMSUNG SM-G900T Build/MMB29M,mobile,Android 6.0.1,samsung browser 6.2,1920x1080,match_status:2,New,
SM-P350 Build/MMB29M |  | chrome 63.0 for android | ,SM-P350 Build/MMB29M,mobile,,chrome 63.0 for android,,,New,
MacOS | Mac OS X 10_11_5 | safari generic | 2880x1800,MacOS,desktop,Mac OS X 10_11_5,safari generic,2880x1800,match_status:2,Found,
rv:48.0 | Mac OS X 10.9 | firefox 48.0 | 1280x800,rv:48.0,desktop,Mac OS X 10.9,firefox 48.0,1280x800,match_status:2,New,
SM-G550T1 Build/MMB29K | Android 6.0.1 | chrome 62.0 for android | 1280x720,SM-G550T1 Build/MMB29K,mobile,Android 6.0.1,chrome 62.0 for android,1280x720,match_status:2,Found,
Windows | Windows 8 | chrome 61.0 | 1360x768,Windows,desktop,Windows 8,chrome 61.0,1360x768,match_status:2,Found,
Moto | Android 6.0.1 | chrome 59.0 for android | 1280x720,Moto,mobile,Android 6.0.1,chrome 59.0 for android,1280x720,match_status:2,Found,IP_PROXY:TRANSPARENT
 | Android 7.1.1 | android webview 4.0 | ,,mobile,Android 7.1.1,android webview 4.0,,match_status:2,New,
Linux x86_64 | Linux | firefox | 1600x900,Linux x86_64,desktop,Linux,firefox,1600x900,match_status:2,Found,
MacOS | Mac OS X 10_13_1 | safari generic | 1280x720,MacOS,desktop,Mac OS X 10_13_1,safari generic,1280x720,match_status:2,Found,
SM-J727U Build/NRD90M | Android 7.0 | chrome 63.0 for android | 1280x720,SM-J727U Build/NRD90M,mobile,Android 7.0,chrome 63.0 for android,1280x720,match_status:2,New,IP_PROXY:TRANSPARENT
MacOS | Mac OS X 10_10_5 | chrome 61.0 | 2880x1800,MacOS,desktop,Mac OS X 10_10_5,chrome 61.0,2880x1800,match_status:2,Found,
Windows | Windows 7 | chrome 63.0 | 3072x1728,Windows,desktop,Windows 7,chrome 63.0,3072x1728,match_status:2,Found,
SAMSUNG-SM-G900A Build/MMB29M | Android 6.0.1 | chrome 61.0 for android | 1920x1080,SAMSUNG-SM-G900A Build/MMB29M,mobile,Android 6.0.1,chrome 61.0 for android,1920x1080,match_status:2,New,IP_PROXY:TRANSPARENT
MacOS | Mac OS X 10_12_5 | safari generic | 2048x1280,MacOS,desktop,Mac OS X 10_12_5,safari generic,2048x1280,match_status:2,New,
MacOS | Mac OS X 10_11_6 | chrome 63.0 | 5120x2880,MacOS,desktop,Mac OS X 10_11_6,chrome 63.0,5120x2880,match_status:2,Found,
SAMSUNG-SM-N920A Build/NRD90M | Android 7.0 | chrome 63.0 for android | 1920x1080,SAMSUNG-SM-N920A Build/NRD90M,mobile,Android 7.0,chrome 63.0 for android,1920x1080,match_status:2,Found,
iOS Device | iOS | other | 1024x768,iOS Device,mobile,iOS,other,1024x768,match_status:1,New,
MacOS | Mac OS X 10_13_2 | chrome 62.0 | 1920x1080,MacOS,desktop,Mac OS X 10_13_2,chrome 62.0,1920x1080,match_status:2,Found,
SM-J320V Build/MMB29M | Android 6.0.1 | chrome 62.0 for android | 1280x720,SM-J320V Build/MMB29M,mobile,Android 6.0.1,chrome 62.0 for android,1280x720,match_status:2,Found,IP_PROXY:TRANSPARENT
MacOS | Mac OS X 10_9_5 | chrome 59.0 | 2880x1800,MacOS,desktop,Mac OS X 10_9_5,chrome 59.0,2880x1800,match_status:2,Found,
rv:57.0 | Mac OS X 10.13 | firefox 57.0 | 1600x900,rv:57.0,desktop,Mac OS X 10.13,firefox 57.0,1600x900,match_status:2,Found,
MacOS | Mac OS X 10_13_2 | chrome 63.0 | 5040x3150,MacOS,desktop,Mac OS X 10_13_2,chrome 63.0,5040x3150,match_status:2,Unknown,
SM-T817V Build/NRD90M | Android 7.0 | chrome 63.0 for android | 2048x1536,SM-T817V Build/NRD90M,mobile,Android 7.0,chrome 63.0 for android,2048x1536,match_status:2,New,
MacOS | Mac OS X 10_13_2 | safari generic | 1344x756,MacOS,desktop,Mac OS X 10_13_2,safari generic,1344x756,match_status:2,New,
SM-G800F Build/KOT49H |  | chrome 53.0 for android | ,SM-G800F Build/KOT49H,mobile,,chrome 53.0 for android,,,New,
MacOS | Mac OS X 10_10_5 | chrome 63.0 | 1920x1200,MacOS,desktop,Mac OS X 10_10_5,chrome 63.0,1920x1200,match_status:2,Found,
 | Android | chrome 62.0 | 1536x864,,mobile,Android,chrome 62.0,1536x864,match_status:2,New,
MacOS | Mac OS X 10_10_5 | safari generic | 1280x720,MacOS,desktop,Mac OS X 10_10_5,safari generic,1280x720,match_status:2,New,
LG-K200 Build/MXB48T |  | chrome 63.0 for android | ,LG-K200 Build/MXB48T,mobile,,chrome 63.0 for android,,,New,
iOS Device | iOS | mobile | 1024x768,iOS Device,mobile,iOS,mobile,1024x768,match_status:1,New,
BLADE V8 Build/NRD90M |  | chrome 63.0 for android | ,BLADE V8 Build/NRD90M,mobile,,chrome 63.0 for android,,,New,
SGH-I337M Build/LRX22C |  | chrome 63.0 for android | ,SGH-I337M Build/LRX22C,mobile,,chrome 63.0 for android,,,New,
SM-N920T Build/NRD90M | Android 7.0 | chrome 63.0 for android | 1920x1080,SM-N920T Build/NRD90M,mobile,Android 7.0,chrome 63.0 for android,1920x1080,match_status:2,New,
SM-J700M Build/LMY48B |  | other | ,SM-J700M Build/LMY48B,mobile,,other,,,New,
MacOS | Mac OS X 10_13_2 | chrome 63.0 | 3200x1800,MacOS,desktop,Mac OS X 10_13_2,chrome 63.0,3200x1800,match_status:2,New,
SM-N900T Build/LRX21V | Android 5.0 | chrome 63.0 for android | 1920x1080,SM-N900T Build/LRX21V,mobile,Android 5.0,chrome 63.0 for android,1920x1080,match_status:2,New,
CHC-U03 Build/HuaweiCHC-U03 |  | chrome 63.0 for android | ,CHC-U03 Build/HuaweiCHC-U03,mobile,,chrome 63.0 for android,,,New,
MacOS | Mac OS X 10_12_6 | chrome 60.0 | 1440x900,MacOS,desktop,Mac OS X 10_12_6,chrome 60.0,1440x900,match_status:2,Found,
HTC |  | chrome 63.0 for android | ,HTC,mobile,,chrome 63.0 for android,,,New,
MacOS | Mac OS X 10_12_5 | chrome 57.0 | 2880x1800,MacOS,desktop,Mac OS X 10_12_5,chrome 57.0,2880x1800,match_status:2,Found,
SAMSUNG-SM-G900A Build/MMB29M | Android 6.0.1 | chrome 63.0 for android | 1920x1080,SAMSUNG-SM-G900A Build/MMB29M,mobile,Android 6.0.1,chrome 63.0 for android,1920x1080,match_status:2,New,IP_PROXY:TRANSPARENT
Moto G Play Build/MPIS24.241-15.3-26 |  | chrome 63.0 for android | ,Moto G Play Build/MPIS24.241-15.3-26,mobile,,chrome 63.0 for android,,,New,
SAMSUNG SM-G950U Build/NRD90M | Android 7.0 | samsung browser 6.2 | 2960x1440,SAMSUNG SM-G950U Build/NRD90M,mobile,Android 7.0,samsung browser 6.2,2960x1440,match_status:2,New,
LG-H830 Build/NRD90U | Android 7.0 | chrome 63.0 for android | 2560x1440,LG-H830 Build/NRD90U,mobile,Android 7.0,chrome 63.0 for android,2560x1440,match_status:2,Found,
MAMI |  | ie 11.0 for desktop | ,MAMI,desktop,,ie 11.0 for desktop,,,New,
M4 |  | chrome 62.0 for android | ,M4,mobile,,chrome 62.0 for android,,,New,
rv:57.0 | Mac OS X 10.10 | firefox 57.0 | 1440x900,rv:57.0,desktop,Mac OS X 10.10,firefox 57.0,1440x900,match_status:2,Found,
SM-N9005 Build/LRX21V |  | chrome 61.0 for android | ,SM-N9005 Build/LRX21V,mobile,,chrome 61.0 for android,,,New,
SM-T550 Build/NMF26X | Android 7.1.1 | other | 1024x768,SM-T550 Build/NMF26X,mobile,Android 7.1.1,other,1024x768,match_status:2,Found,
MacOS | Mac OS X 10_13_2 | chrome 63.0 | 4096x2304,MacOS,desktop,Mac OS X 10_13_2,chrome 63.0,4096x2304,match_status:2,New,
Windows | Windows 7 |  | 1280x800,Windows,desktop,Windows 7,,1280x800,match_status:2,New,
TREKKER-M1 |  | chrome 62.0 for android | ,TREKKER-M1,mobile,,chrome 62.0 for android,,,New,
SCH-I535 | Android 4.4.2 | chrome 63.0 for android | 1280x720,SCH-I535,mobile,Android 4.4.2,chrome 63.0 for android,1280x720,match_status:2,New,
 | Android | chrome 60.0 | 1920x1080,,mobile,Android,chrome 60.0,1920x1080,match_status:2,Found,
Z981 Build/MMB29M | Android 6.0.1 | chrome 63.0 for android | 1920x1080,Z981 Build/MMB29M,mobile,Android 6.0.1,chrome 63.0 for android,1920x1080,match_status:2,New,
E6810 Build/5.320VZ.03.r | Android 7.1.2 | other | 1920x1080,E6810 Build/5.320VZ.03.r,mobile,Android 7.1.2,other,1920x1080,match_status:2,New,
MacOS | Mac OS X 10_13_2 | chrome 63.0 | 5120x2880,MacOS,desktop,Mac OS X 10_13_2,chrome 63.0,5120x2880,match_status:0,Found,
iOS Device | iOS 11.2.1 | chrome 63.0 for ios | 2048x1536,iOS Device,mobile,iOS 11.2.1,chrome 63.0 for ios,2048x1536,match_status:2,Found,
Blade V6 Plus Build/MRA58K |  | chrome 55.0 for android | ,Blade V6 Plus Build/MRA58K,mobile,,chrome 55.0 for android,,,New,
F3213 Build/36.1.A.1.86 |  | chrome 63.0 for android | ,F3213 Build/36.1.A.1.86,mobile,,chrome 63.0 for android,,,New,
SM-G900M Build/LRX21T |  | chrome generic | ,SM-G900M Build/LRX21T,mobile,,chrome generic,,,Unknown,
SM-T580 Build/NRD90M |  | chrome 62.0 for android | ,SM-T580 Build/NRD90M,mobile,,chrome 62.0 for android,,,New,
SAMSUNG SM-G920P Build/NRD90M |  | samsung browser 6.2 | ,SAMSUNG SM-G920P Build/NRD90M,mobile,,samsung browser 6.2,,,Found,
Windows | Windows 10 | chrome 63.0 | 7500x5000,Windows,desktop,Windows 10,chrome 63.0,7500x5000,match_status:2,New,
MacOS | Mac OS X 10_12_6 | chrome 61.0 | 1366x768,MacOS,desktop,Mac OS X 10_12_6,chrome 61.0,1366x768,match_status:2,Found,
LG-V496 | Android 5.0.2 | chrome 62.0 for android | ,LG-V496,mobile,Android 5.0.2,chrome 62.0 for android,,match_status:2,Found,
XT1575 | Android 7.0 | chrome 58.0 for android | 2562x1442,XT1575,mobile,Android 7.0,chrome 58.0 for android,2562x1442,match_status:2,Found,
SM-G930V Build/NRD90M | Android 7.0 | chrome 63.0 for android | ,SM-G930V Build/NRD90M,mobile,Android 7.0,chrome 63.0 for android,,match_status:2,New,
NOKIA |  | edge | ,NOKIA,mobile,,edge,,,New,
SM-T560NU Build/MMB29M | Android 6.0.1 | chrome 62.0 for android | 1280x800,SM-T560NU Build/MMB29M,mobile,Android 6.0.1,chrome 62.0 for android,1280x800,match_status:2,New,
MacOS | Mac OS X 10_12_6 | safari generic | 3840x2400,MacOS,desktop,Mac OS X 10_12_6,safari generic,3840x2400,match_status:2,New,
SGH-I317M |  | chrome 63.0 for android | ,SGH-I317M,mobile,,chrome 63.0 for android,,,New,
MacOS | Mac OS X 10_13_1 | chrome 61.0 | 2880x1800,MacOS,desktop,Mac OS X 10_13_1,chrome 61.0,2880x1800,match_status:2,Found,
Microsoft | Windows | edge | 2560x1440,Microsoft,mobile,Windows,edge,2560x1440,match_status:2,Found,
XT1635-02 Build/NPN26.118-22-2 |  | chrome 57.0 for android | ,XT1635-02 Build/NPN26.118-22-2,mobile,,chrome 57.0 for android,,,New,
SAMSUNG SM-G935P Build/NRD90M | Android 7.0 | samsung browser 6.2 | ,SAMSUNG SM-G935P Build/NRD90M,mobile,Android 7.0,samsung browser 6.2,,match_status:2,Found,
Ilium L1120 Build/NRD90M |  | chrome 63.0 for android | ,Ilium L1120 Build/NRD90M,mobile,,chrome 63.0 for android,,,New,
MacOS | Mac OS X 10_12_5 | safari generic | 3360x2100,MacOS,desktop,Mac OS X 10_12_5,safari generic,3360x2100,match_status:1,New,
rv:55.0 | Mac OS X 10.10 | firefox 55.0 | 2560x1440,rv:55.0,desktop,Mac OS X 10.10,firefox 55.0,2560x1440,match_status:2,Unknown,
Turbo C5 Build/LMY47I |  | chrome 59.0 for android | ,Turbo C5 Build/LMY47I,mobile,,chrome 59.0 for android,,,New,
E5506 Build/29.2.A.0.166 |  | chrome 62.0 for android | ,E5506 Build/29.2.A.0.166,mobile,,chrome 62.0 for android,,,New,
rv:57.0 | Android 7.1.1 | Generic/Android | ,rv:57.0,mobile,Android 7.1.1,Generic/Android,,match_status:2,New,
SAMSUNG | Android 7.0 | samsung browser 6.2 | 2560x1440,SAMSUNG,mobile,Android 7.0,samsung browser 6.2,2560x1440,match_status:2,New,
MacOS | Mac OS X 10_11_6 | chrome 58.0 | 1920x1080,MacOS,desktop,Mac OS X 10_11_6,chrome 58.0,1920x1080,match_status:2,Found,
Windows | Windows 8.1 | chrome 63.0 | 1728x972,Windows,desktop,Windows 8.1,chrome 63.0,1728x972,match_status:2,Found,
Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1600x1200,Trident/7.0,desktop,Windows 10,ie 11.0 for desktop,1600x1200,match_status:2,Found,
Windows | Windows 8.1 | chrome | 1920x1200,Windows,desktop,Windows 8.1,chrome,1920x1200,match_status:2,New,
Windows | Windows 8 |  | 1920x1080,Windows,desktop,Windows 8,,1920x1080,match_status:2,New,
LG-H540 |  | other | ,LG-H540,mobile,,other,,,New,
MacOS | Mac OS X 10_13_3 | safari generic | 1440x900,MacOS,desktop,Mac OS X 10_13_3,safari generic,1440x900,match_status:1,Found,
MacOS | Mac OS X 10_11_6 | chrome 63.0 | 1024x640,MacOS,desktop,Mac OS X 10_11_6,chrome 63.0,1024x640,match_status:2,Found,
Windows | Windows 10 | chrome 56.0 | 1440x900,Windows,desktop,Windows 10,chrome 56.0,1440x900,match_status:2,Found,
Windows | Windows 10 | chrome 63.0 | 1280x1025,Windows,desktop,Windows 10,chrome 63.0,1280x1025,match_status:2,New,
LG-D855 |  | chrome 63.0 for android | ,LG-D855,mobile,,chrome 63.0 for android,,,New,
MacOS | Mac OS X 10_12_6 | safari generic | 2048x1280,MacOS,desktop,Mac OS X 10_12_6,safari generic,2048x1280,match_status:2,New,
SM-G935V Build/NRD90M |  | chrome 63.0 for android | ,SM-G935V Build/NRD90M,mobile,,chrome 63.0 for android,,,New,
MacOS | Mac OS X 10_11_4 | chrome 62.0 | 2560x1600,MacOS,desktop,Mac OS X 10_11_4,chrome 62.0,2560x1600,match_status:2,New,
VS987 Build/NRD90U | Android 7.0 | chrome 55.0 for android | 2560x1440,VS987 Build/NRD90U,mobile,Android 7.0,chrome 55.0 for android,2560x1440,match_status:2,New,
Windows | Windows 7 | chrome 56.0 | 1920x1200,Windows,desktop,Windows 7,chrome 56.0,1920x1200,match_status:2,New,IP_PROXY:TRANSPARENT
SAMSUNG SM-G550T1 Build/MMB29K | Android 6.0.1 | samsung browser 5.4 | 1280x720,SAMSUNG SM-G550T1 Build/MMB29K,mobile,Android 6.0.1,samsung browser 5.4,1280x720,match_status:2,New,
rv:52.0 | Windows Vista |  | 1152x864,rv:52.0,desktop,Windows Vista,,1152x864,match_status:2,New,
rv:11.0 | Windows 10 | ie 11.0 for desktop | 1280x1024,rv:11.0,desktop,Windows 10,ie 11.0 for desktop,1280x1024,match_status:2,New,
Z963VL | Android 5.1.1 | chrome 63.0 for android | 1920x1080,Z963VL,mobile,Android 5.1.1,chrome 63.0 for android,1920x1080,match_status:2,Found,
Z835 Build/NMF26V | Android 7.1.1 | other | 855x480,Z835 Build/NMF26V,mobile,Android 7.1.1,other,855x480,match_status:2,New,IP_PROXY:TRANSPARENT
Windows | Windows 10 | chrome 63.0 | 768x576,Windows,desktop,Windows 10,chrome 63.0,768x576,match_status:2,New,
MacOS | Mac OS X 10_9_5 | chrome 63.0 | 1366x768,MacOS,desktop,Mac OS X 10_9_5,chrome 63.0,1366x768,match_status:2,Found,
Windows | Windows 7 | firefox 57.0 | 2560x1440,Windows,desktop,Windows 7,firefox 57.0,2560x1440,match_status:2,New,
SAMSUNG SM-J700T Build/NMF26X |  | samsung browser 6.2 | ,SAMSUNG SM-J700T Build/NMF26X,mobile,,samsung browser 6.2,,,New,
MacOS | Mac OS X 10_13_2 | chrome 49.0 | 1440x900,MacOS,desktop,Mac OS X 10_13_2,chrome 49.0,1440x900,match_status:2,Found,
Moto |  | chrome 50.0 for android | ,Moto,mobile,,chrome 50.0 for android,,,New,
SAMSUNG SM-J327P Build/MMB29M |  | samsung browser 6.2 | ,SAMSUNG SM-J327P Build/MMB29M,mobile,,samsung browser 6.2,,match_status:2,New,
Windows | Windows 10 | edge 13.0 | 1920x1200,Windows,desktop,Windows 10,edge 13.0,1920x1200,match_status:2,Found,
